22/11/2013;PICARDIE MOUV': RONE + We Are Enfant Terrible + Plexus Darius & Année Lumière
28/11/2013;Lutte contre le SIDA: SOBO + ELEGANT FALL
29/11/2013;MICKY GREEN + Pale Grey
04/12/2013;KOLLEKTIF AK-47
05/12/2013;VON PARIAHS + PAON
12/12/2013;DUM DUM GIRLS + Scrappy Tapes
17/12/2013;BRUITS DE LUNE : COMPACT DISK DUMMIES + LOUIS AGUILAR
20/12/2013;CARTE BLANCHE:: THE NAME + TAMBOUR BATTANT + LE MARCHAND DE SABLE
23/01/2014;Expo.Concert : Oathbreaker + Vatican + Le Réveil des Tropiques
28/01/2014;Bruits de Lune : Gordon Shumway + Vadim Vernay
07/02/2014;MADEMOISELLE K + Free Child : COMPLET !
12/02/2014;LES NUITS DE L'ALLIGATOR
13/02/2014;FAEP'STIVAL#1 : tremplin des étudiants
14/02/2014;AU REVOIR SIMONE + The Bony King Of Nowhere
18/02/2014;Bruits de Lune : The Buns + The Crappy Coyotes
20/02/2014;FAEP'STIVAL#2 : YALTA CLUB + ELEGANT FALL + TAF
22/02/2014;GRIEFJOY + The Van Jets
07/03/2014;CITE CARTER : WILD SIDE + Guest
11/03/2014;DEERHOOF + THE K.
13/03/2014;LA PETITE FABRIQUE DES JOUETS
14/03/2014;LA PETITE FABRIQUE DES JOUETS
15/03/2014;SORTIE ALBUM : SWORDPLAY & PIERRE THE MOTIONLESS
18/03/2014;Bruits de Lune : The Darlingtons + Usé
19/03/2014;MOODOÏD + The Darlingtons
20/03/2014;THOMAS AZIER + Compact Disk Dummies
27/03/2014;LES FEMMES S'EN MÊLENT : LA LUZ + ANGEL OLSEN
03/04/2014;FAIR LE TOUR : LE VASCO + WALL OF DEATH
09/04/2014;SOLIMEDA : ACROSSTIME + WAVERLY LIES NORTH + MORNING GLORY
11/04/2014;FRANCOIS & THE ATLAS MOUNTAINS + JOY WELLBOY
12/04/2014;MURKAGE + Oddateee
15/04/2014;Bruits de Lune : Spécial Super Castlevania Quartet
17/04/2014;Expo.Concert : Moshe + Brzowski + Mike Clouds
22/04/2014;BRETON + PETHROL
14/05/2014;CHEVEU + NEW BLEEDERS
16/05/2014;Sortie d'EP SWEET HAZE + ALPES
20/05/2014;AS ANIMALS + TALLISKER
30/05/2014;CARNIVAL IN COAL + COLOSSUS + INFECTED SOCIETY
05/06/2014;PAN AURORA + BED RUGS + LOVEPARK
06/06/2014;CHRISTINE Dj Set + ROCKY + DJ JOS
25/09/2014;FESTIVAL DE JAZZ IRONING BOARD SAM
26/09/2014;LE TEMPS DU JAZZ - UNI K
27/09/2014;FESTIVAL DE JAZZ - BUKATRIBE + EMILE OMAR
08/10/2014;YOUNGBLOOD BRASS BAND + Arrache Fanfare
10/10/2014;BLACK STROBE + King Automatic
11/10/2014;NUIT BLANCHE : Blaise + Delicate Crew + SupaCosh + Gratuit +  Lisa A Peur
15/10/2014;NATAS LOVES YOU + KID WISE
07/11/2014;GASPARD ROYANT + The Swinging Dice
14/11/2014;ZOMBIE ZOMBIE + Emma de Sèze
20/11/2014;Picardie Mouv BEAT ASSAILANT + Crescendo
27/11/2014;Celebration Day Records : PRISMA CIRCUS + Cheap Wine
03/12/2014;ISAAC DELUSION + Julia Losfelt
11/12/2014;SALUT C'EST COOL + JEAN SEBASTIEN IS BACK + VERLATOUR + L'Etiquette
16/01/2015;INOUIS Printemps de Bourges
04/02/2015;Talisco + USS
05/02/2015;Emily Jane White + Martin Mey
12/02/2015;TREMPLIN FAEP - 3 Groupes
13/02/2015;I am un chien !! + Orfaz + 2freshhh
19/02/2015;Turnsteak + Gush + Mazonit
21/02/2015;CAPS : Malos + Guest
27/02/2015;CITE CARTER : La Monkey Machine + 1ère Partie
28/02/2015;LES NUITS DE L'ALLIGATOR : Hell's Kitchen + Jolie Holland + Streets of Laredo
05/03/2015;Sortie d'EP : Cubenx + Gordon Shumway + Almeeva
13/03/2015;Asocial Club + Vald
14/03/2015;Les Femmes s'en mêlent This is the Kit + Lidwine
18/03/2015;Hyphen Hyphen + Grindi Manberg
19/03/2015;Jeune Public - The Wolf Under The Moon - Scolaire à 14h15
19/03/2015;Jeune Public - The Wolf Under The Moon - Tout public à 18h30
20/03/2015;Jeune Public - The Wolf Under The Moon - Scolaire à 10h00
20/03/2015;Jeune Public - The Wolf Under The Moon - Scolaire à 14h15
26/03/2015;BRUIT DU ROCK : Bison Bisou + So Was the Sun + Sobo
31/03/2015;Skip&die + Dj Rkk
09/04/2015;Fair le tour : Feu! Chatterton + Radio Elvis
14/04/2015;Solimeda : Riviera + Viola Kane
22/04/2015;Only Real + The Pains of Being Pure at Heart + Ivory Lake
30/04/2015;San Fermin + Louis Aguilar
04/05/2015;Dälek+ Moodie Black
13/05/2015;Celebration Days Records : Bow Low + Koonda Holaa + The Great Sadness
15/05/2015;Year of no light + Mars red sky
20/05/2015;H-Burns + Jeanne Added
28/05/2015;Sortie d'album : Vadim Vernay + Richard Allen
04/06/2015;Superpoze (dj set) + DBFC + Fragments
17/06/2015;Musique en Herbe / Rendu d'ateliers
01/10/2015;Thylacine + Nikitch + Slowdawn (dj set)
08/10/2015;Nicole Sabouné + Edgär
10/10/2015;Brns + Nordkapp
17/10/2015;Les Mystères du Cloître : Lilju + Louise Roam + We Are Match + MiM + Clément Bazin
30/10/2015;Duvet d'Acier
30/10/2015;Duvet d'Acier
06/11/2015;Bombay + Elecampane
11/11/2015;Alo Wala + Gnucci
12/11/2015;Gengahr + Edgär
18/11/2015;The Drones + Last Train
27/11/2015;Klub des Loosers + BeatPox (Picardie Mouv')
03/12/2015;Elvis Perkins + Eleanor Shine
09/12/2015;Kid Francescoli + Saycet
11/12/2015;Hollie Cook + Puppa Djoul
20/01/2016;Dilly Dally + Regal
22/01/2016;Sortie d'Album : Your Own Film + So Was the Sun
04/02/2016;Miossec
12/02/2016;Concert Cité Carter / Demain encore + Notepok + Ces gens là
25/02/2016;Odezenne + Antoine Pesle
01/03/2016;Other Lives + Mero + Nosh
10/03/2016;FKJ + Cezaire + Soulstorm
19/03/2016;Micah P. Hinson + Louis Aguilar
24/03/2016;Soirée Séminaire
25/03/2016;Stuck in the Sound + Rhum for Pauline
26/03/2016;Gouter-Concert / Rhum for Pauline
28/03/2016;Sage + Dralms
29/03/2016;Les Femmes s'en Mêlent : K-Flay + Emily Wells
31/03/2016;Rick le cube et les mystères du temps
31/03/2016;Rick le cube et les mystères du temps
01/04/2016;Rick le cube et les mystères du temps
07/04/2016;FAIR LE TOUR : Mansfield Tya + Samba de la Muerte
16/04/2016;Ought + Usé
19/04/2016;The Apartments + Jim Yamouridis
20/04/2016;Solimeda : Mercurey + London Pulses
22/04/2016;Tryrant Fest : Otargos + Phazm + Dunkelnacht
23/04/2016;Tyrant Fest : Regarde les Hommes Tomber + Moonreich + Yzren
29/04/2016;Birth Of Joy + Baptizein & Secret Yolk
06/05/2016;DOPE D.O.D + L.O.A.S
07/05/2016;CAPS > WWM
10/05/2016;Bruits de Lune : Kamélectric + Crescendo
12/05/2016;Musique en Herbe
20/05/2016;Mixtape
31/05/2016;RTL2 / Frero Delavega + Marina Kaye
02/06/2016;No Zu + Da Chick
09/06/2016;La Mverte + Maestro
16/06/2016;Examens CRR
22/09/2016;Festiv'arts : Coming Soon + The Slow Show
28/09/2016;Lescop + Jo Wedin & Jean Felzine
04/10/2016;Bachar Mar-Khalifé + SSCK (Mawimbi)
05/10/2016;Oscar + Her
08/10/2016;JC Satan + Dewolff
12/10/2016;Gouter Concert : June Bug
18/10/2016;Bruits de Lune : Structures + Renoizer
27/10/2016;C Duncan + Emilie & Ogden
05/11/2016;Lilju + atelier
08/11/2016;Wand + Eagles Gift
22/11/2016;Bruits de Lune : Big Funk Brass + BassMat
25/11/2016;Festival Haute Fréquence : Naive New Beaters + Verlatour
25/11/2016;Copie de Festival Haute Fréquence : Naive New Beaters + Verlatour
29/11/2016;Cigarettes After Sex + Furniture
01/12/2016;Panama Bende + Crescendo
07/12/2016;Molécule + Gordon + Jumo
08/12/2016;Sarah W Papsun + Edgar
13/12/2016;bruits de lune : unsteady + sam lowry
14/12/2016;Sax Machine
15/12/2016;Benoit Lizen / Ham
17/12/2016;Tremplin Buzz Booster
06/01/2017;Broken Back + Florian Arejula
20/01/2017;Black Honey + Metro Verlaine
24/01/2017;Bruits de Lune : Brack & Decker + LX Nébula
27/01/2017;Holy Oysters + Requin Chagrin
07/02/2017;Motorama + Rendez-vous
08/02/2017;Les Nuits de l'Alligator : Bror Gunnar Jansson + Karl Blau + William Z. Villan
28/02/2017;Bruits de Lune: Sleeping Bones + Duns Scott
01/03/2017;Cléa Vincent - Goûter Concert
02/03/2017;fair : le tour : Fishbach + Cléa Vincent
09/03/2017;Adia Victoria + Adam Naas
16/03/2017;Superpoze (Live) + Numérobé + Emma de Sèze
21/03/2017;Bruits de Lune: Kimberose + Mia Via Violenta
22/03/2017;Tremplin FAEP / Musique de R.U
23/03/2017;Woods + House Of Wolves
29/03/2017;Panda Dub + Jardin
05/04/2017;FAEP : Isaac Delusion+ 2 groupes
06/04/2017;Solimeda : Thomas Albert Francisco + I Love my Neighbours
14/04/2017;Austra + Pixx
19/04/2017;Warhaus + Juniore
27/04/2017;Oiseaux-Tempête + Michel Cloup Duo
03/05/2017;The Pirouettes + Martin Angor
04/05/2017;Mustang + The Sore Losers
12/05/2017;Bruit du Rock : The Arrs + 1ères parties
15/05/2017;Shannon Wright + Richard Allen
16/05/2017;Albin de la Simone + Zic Zazou
17/05/2017;Sandra Nkaké + toma sidibé
18/05/2017;Suuns + The Name + Vadim Vernay (dj set)
19/05/2017;Burning Heads + Molly's + guest
20/05/2017;Parc St Pierre - Peter Hook & the Light + Jabberwocky + French 79 + Louis Aguilar
30/05/2017;Concert : La Fabrique à Chanson (SACEM)
06/06/2017;Andy Shauf + Sam Lowry
07/06/2017;Vundabar+ Laura Sauvage
16/06/2017;KillASon + Renoizer
17/06/2017;Gouter-concert : KillASon
24/06/2017;AG
07/09/2017;Vitalic + L'Impératrice + Edgar
21/09/2017;Totorro + Lysistrata
27/09/2017;Marta Ren & The Groovelvets +Kimberose (duo)
28/09/2017;Festitude / Las Aves + London Pulses
08/10/2017;Hanni El Khatib + Fantômes
19/10/2017;Rover + The Wooden Wolf
26/10/2017;Chad Vangaalen + Cotillon + Mauno
08/11/2017;Petit Fantome + Fai Baba
22/11/2017;Festival Haute Fréquence : Africaine 808 + Kokoko! + Audiostone
23/11/2017;Tops + The Jacques
06/12/2017;Gouter-concert : Big Funk Brass
07/12/2017;Songhoy Blues + Rural Blues Band
13/12/2017;Chill Bump + Brack & Decker
14/12/2017;White Wine + John Makay
15/12/2017;Eddy de Pretto + Voyov
02/02/2018;Frustration + Structures
06/02/2018;Les Nuits de l'Alligator : Jen Cloher + Mr Airplane Man + Parlor Snakes
07/02/2018;Brns + Madensuyu
15/02/2018;Zombie Zombie / Martin Palisse au Cirque
16/02/2018;Festival Jazz & Musiques Actuelles
17/02/2018;Festival Jazz & Musiques Actuelles
21/02/2018;Marietta + Cannibale
01/03/2018;HMLTD + Dollkraut Band
09/03/2018;Cité Carter : Esa Nocona + Nao + Dismood
15/03/2018;Tremplin FAEP / Musique de R.U
16/03/2018;L'Or du Commun + San-Nom
19/03/2018;Kadavar + Datcha Mandala
24/03/2018;Concert Safra'numériques : Verlatour + Azur + Texture Droite
27/03/2018;Big Thief + Clémentine March
28/03/2018;Evergreen + Weekend Affair
31/03/2018;Gouter-concert : Weekend Affair
04/04/2018;FAEP'STIVAL
05/04/2018;FAEP'STIVAL
11/04/2018;Porches + 1ère partie
13/04/2018;This Is The Kit + Eleanor Shine
19/04/2018;Solimeda : Riviera + The Dakens
20/04/2018;A L'abordage ! - Tristesse Contemporaine + Inigo Montoya
21/04/2018;Gouter concert : Inigo Montoya
27/04/2018;A Place to Bury Strangers + Buck Gooter
02/05/2018;Forever Pavot + Catastrophe
03/05/2018;Bruit du Rock :  Unswabbed + Full Throttle Baby + Lifescarred
10/05/2018;La Yegros + Steve Tellco
16/05/2018;Lumières!
16/05/2018;Lumières!
17/05/2018;Lumières!
24/05/2018;Zenzile + Ravachols 2.0
25/05/2018;Wiegedood + Sycomore
06/09/2018;JAE : Rone + Therapie Taxi + Max Day
27/09/2018;The Mauskovic Dance Band + TootArd
04/10/2018;MNNQNS + 1ère partie
17/10/2018;Jazzy Bazz + Double T
27/10/2018;The Garden + Pratos
02/11/2018;Roosevelt + Kidswaste
03/11/2018;Car Seat Headrest + Naked Giants
15/11/2018;Festival Haute Fréquence : BCUC + Kamélectric
17/11/2018;Black Bomb A + 1ère partie
28/11/2018;Still Corners + Molly Burch
07/12/2018;The KVB + M!R!M + MARIO D
12/12/2018;Bruits de Lune : ARIANE + DOPE PIRU
13/12/2018;VSO & Maxenss + Sein
14/12/2018;Youpi #1 : Roni Alter + Louis Aguilar
15/12/2018;Youpi #1 : Pi ja Ma + Marine Déposé
20/12/2018;Hors les Murs_Montonvillers / Edgär + Ecole de Musique
16/01/2019;Adam Naas + Merryn Jeann
18/01/2019;Agar Agar + Oh Mu
24/01/2019;Vaudou Game + Djeuhdjoah & Lieutenant Nicholson
31/01/2019;Inouïs du Printemps de Bourges
01/02/2019;Festval Jazz et Musiques Actuelles
02/02/2019;Festival Jazz & Musiques Actuelles
07/02/2019;Crocodiles + Eut
22/02/2019;Cité Carter
25/02/2019;Fred Wesley & the New J.B.s' + DJ
28/02/2019;UPJV : Alice on the Roof + Alice
02/03/2019;Nusky + Doxx
12/03/2019;Tunng + Louis Aguilar
13/03/2019;Jeff Mills + Tony Allen // MCA
14/03/2019;Tremplin FAEP / Musique de R.U
16/03/2019;Jaakko Eino Kalevi + Okala
23/03/2019;Safra'numériques : Irene Dresel + Dombrance + Dersee
24/03/2019;AGDL : Delgres + No Money Kids
27/03/2019;Concert Jeune Public Forêt - Eleanor Shine
27/03/2019;FAEPSTIVAL JOUR 1 : KIKESA + LES GORDON + 1ère Partie
28/03/2019;Concert scolaire Forêt - Eleanor Shine
28/03/2019;FAEPSTIVAL JOUR 2 : VOYOU + THE PIROUETTES + 1ère partie
29/03/2019;The Villejuif Underground + Bryan's Magic Tears
30/03/2019;GOUTER CONCERT : Bryan's Magic Tears
11/04/2019;Fair le tour : Malik Djoudi + Superbravo
23/04/2019;Tess Parks + The Groundswell Motion
30/04/2019;Kaviar Special + Brace! Brace!
10/05/2019;Nelick + Eden Dillinger
15/05/2019;Electro Monde (Centre de Loisirs)
15/05/2019;Electro Monde (tout public)
16/05/2019;Electro Monde (scolaires)
17/05/2019;Edgär + Mouse DTC
22/05/2019;Washington Dead Cats + The Crappy Coyottes
19/09/2019;JAE : Fakear + Bagarre + Double T
26/09/2019;Mystic Braves + Special Friend
28/09/2019;Flamingods + Indianizer
11/10/2019;Biffty + Brack & Decker
18/10/2019;Celeste + Barque
19/10/2019;Mohamed Lamouri + Zenobia
02/11/2019;Thomas Azier + Schérazade
08/11/2019;Jessica Pratt + The Breakfast Club
09/11/2019;Makala + Di#se
14/11/2019;Festival Haute Fréquence : Kokoroko + Manopolo
15/11/2019;Camilla Sparksss + Working Men's Club
17/11/2019;Curtis Harding + support
04/12/2019;Baptiste W Hamon + Ton Géant
07/12/2019;Hugh Coltman + The Ginger Theory
18/12/2019;Gouter Concert : Biche
19/12/2019;Biche + Degage
16/01/2020;Amiens For Youth : Concert Coliseum
22/01/2020;Vidéoclub + after dj set
29/01/2020;Inouïs du Printemps de Bourges
05/02/2020;Nuits de l'Alligator : King Khan + Gliz
07/02/2020;Rencontres Jazz et MA
08/02/2020;Rencontres Jazz et MA
11/02/2020;Kevin Morby + Night Shop
13/02/2020;Musique de R.U
22/02/2020;Concert Cité Carter
04/03/2020;Nova Twins + Décibelles
06/03/2020;Soirée anniversaire radio campus
11/03/2020;FAEPSTIVAL - Broken Back + Cailloux + Fack
12/03/2020;FAEPSTIVAL - La Fine Equipe + Mercure Express
27/06/2020;Captation Crossroads / Massto + Bill the Dog
09/07/2020;Captation Objectif Lune FR3
17/07/2020;Balades de La Lune : Okala
18/07/2020;Balades de La Lune : Manopolo
19/07/2020;Balades de La Lune : Louis Aguilar
18/09/2020;Norma
25/09/2020;Lucie Antunes
02/10/2020;Terrier
16/10/2020;Poundo
23/10/2020;Cheap House
15/12/2020;Captation / Richard Allen CD80 @Samara
15/01/2021;Captation / Masstø CD80 @Musée de l'Avion
13/02/2021;Captation / Bonnie CD80 @Collège Auguste Janvier
16/02/2021;Captation / Gonimandé CD80 @Citadelle Souterraine de Naours
18/02/2021;Auditions régionales Inouïs
08/03/2021;Captation UPJV Tai Z + Fack
10/03/2021;Captation / Live en Somme _ Eleanor Shine à Montdidier
03/05/2021;Captation / Le Courrier Picard : Structures, Okala, Tai Z
19/06/2021;Balades en Barques - Richard Allen
20/06/2021;Balades en Barques - Bali Dou
25/06/2021;Hoorsees + Last Night We Killed Pineapple
07/09/2021;Hypnotic Brass Ensemble + DJ Loxic
10/09/2021;Concert IC.ON.IC // Massto + Chorale Rock + Maquis'arts
14/09/2021;This is the Kit + Richard Allen
18/09/2021;Journées du Patrimoine - Raoul Vignal
19/09/2021;Journées du Patrimoine - Ninon
23/09/2021;Claire Laffut + Felixita
24/09/2021;Balades en barques - Etienne Détré // scolaires
25/09/2021;Balades en Barques : Alinda
02/10/2021;Gouter concert : Buvette
09/10/2021;Bandes de cover : Ravens Crew + Megodath
13/10/2021;bruits de lune
23/10/2021;Maxwell Farrington et le Superhomard
24/10/2021;Eleanor Shine à St Riquier
25/10/2021;Gonimandé à St Riquier
26/10/2021;Masstø à St Riquier
26/10/2021;Festiv'art : Eivor + Red Moon
27/10/2021;Richard Allen à St Riquier
28/10/2021;Bonnie à St Riquier
18/11/2021;Benjamin Epps + Zomath
25/11/2021;Black Sea Dahu + Coole Max
09/12/2021;MANOPOLO & SVLI
19/01/2022;Inouïs PDB : Oete + Cloud + Etienne Détré + Alvin Chris
19/02/2022;Concert Cité Carter
22/02/2022;Crossroads / captation : Richard Allen + Lydsten
24/02/2022;Avant Minuit : Jeune SMO au RU
24/02/2022;Laura Cahen + Chien Noir
01/03/2022;Porridge Radio + You Said Strange
02/03/2022;Goûter-concert : You Said Strange
08/03/2022;Tremplin Pulsation
10/03/2022;Lass + Gonimandé
11/03/2022;Bekar + Zamdane
16/03/2022;Bruit de Lune : Darling Buds of May + Galygatorr
24/03/2022;Ussar + Johnny Jane
25/03/2022;Dope St Jude + Vicky R
14/04/2022;JE Sunde + Joni Ile
20/04/2022;Bruits de lune (report) : Toquard + SK1
26/04/2022;UPJV : Sopico + Julien Granel
28/04/2022;Fishbach + Oete
29/04/2022;Kultur
30/04/2022;POUSSER LES BACS AVANT MINUIT
05/05/2022;Edgär + Paprika Kinski
06/05/2022;Edgär + Etienne Détré
07/05/2022;Los Bitchos + Famous + Last Night We Killed Pineapple
08/05/2022;Crack Cloud + Mario D
11/05/2022;Yan Wagner + Pierre de Maere
12/05/2022;Kids Return + Annael
16/05/2022;Gustaf + We Hate You Please Die
17/05/2022;AVANT MINUIT
18/05/2022;Silmukka // Centre de loisirs
18/05/2022;Silmukka // Tous publics
19/05/2022;Silmukka // Scolaires
20/05/2022;Cipiz
02/06/2022;AVANT MINUIT Ile aux fruits
04/06/2022;AVANT MINUIT BD
09/06/2022;Balades en Barques : Lonny
10/06/2022;Minuit avant la Nuit
11/06/2022;Balades en Barques : Manopolo
11/06/2022;Minuit avant la Nuit
11/06/2022;Balades en Barques : Manopolo
12/06/2022;Minuit avant la Nuit
12/06/2022;Balades en Barques : Kety Fusco
16/06/2022;Pot fin de festival Minuit avant la Nuit
15/09/2022;JAE : Lujipeka + French 79 + Minuit Express
05/10/2022;Pi Ja Ma + Coline Rio
13/10/2022;Lulu Knet
14/10/2022;Findlay + Princess Chelsea
20/10/2022;MNNQNS + Hoorsees
22/10/2022;Okala au festival de St Riquier
23/10/2022;Etienne Détré au festival de St Riquier
24/10/2022;LNWKP au festival de St Riquier
25/10/2022;Bali Dou au festival de St Riquier
26/10/2022;Alvin Chris au festival de St Riquier
28/10/2022;The Soft Moon
01/11/2022;Goûter-concert Nathan Roche
03/11/2022;Birds in Row + Junon
08/11/2022;Festival Haute Fréquence : Star Féminine Band + The Selenites Band
17/11/2022;Lulu Van Trapp + Degage
19/11/2022;Kit Sebastian + Walter Astral
24/11/2022;Kalika + Nerlov
25/11/2022;Pongo + Steve Tellco
30/11/2022;GOÛTER-CONCERT JOHNNIE CARWASH
01/12/2022;Structures + Johnnie Carwash
02/12/2022;So La Lune + Rouge Carmin
13/01/2023;Auditions Picardie iNOUïS
18/01/2023;BRUITS DE LUNE - GRINCHEUX + VERB
19/01/2023;STELLA + The Darwin Experience
22/01/2023;EXPO CONCERT NUITS URBAINES - CLÉMENT POLLET + YNMK + DEMAIN RAPIDES
24/01/2023;VISITE + BLINDTEST // PASSEPORT VIE ETUDIANTE
01/02/2023;GOÛTER-CONCERT NATHAN ROCHE
15/02/2023;Les Nuits de l'Alligator : Death Valley Girls + Alias
22/02/2023;BRUITS DE LUNE - LUCA FLODROPS + ZEDKA
28/02/2023;Soirée clips - Ciné St Leu
02/03/2023;Maud Geffray + Romane Santarelli + Lydsten
03/03/2023;Coréa - Your Own Film + Dry Bones
07/03/2023;Pulsation
09/03/2023;Klem +  Milua + Double T
15/03/2023;BRUITS DE LUNE - PALNIK & LEWA + DELTA
22/03/2023;Johan Papaconstantino + St Graal
29/03/2023;Miel de Montagne + Nina Lili J
30/03/2023;Lalalar+ Omar Ek
31/03/2023;Tremplin Buzz Booster
02/04/2023;EXPO-CONCERT DÉMONS & MERVEILLES - LÉA BOZIER X LE SACRE X INFECTICIDE
06/04/2023;JWLES + RAD CARTIER
07/04/2023;Egyptian Blue + Humour
08/04/2023;AVANT MINUIT | Bibliothèque Louis Aragon avec Adam El Mutant.
11/04/2023;AVANT MINUIT | Restaurant Universitaire du Crous avec Double T.
13/04/2023;Pogo Car Crash Control + Bill the Dog
14/04/2023;Zaho de Sagazan + première partie
21/04/2023;Soirée Cité Carter
03/05/2023;GOUTER-CONCERT POPPY FUSÉE
04/05/2023;November Ultra + Poppy Fusée
05/05/2023;Kultur #2
10/05/2023;BRUITS DE LUNE : MUMBLE & THE BEES + MONSTRE
11/05/2023;Mr Giscard + Citron Sucré
12/05/2023;AVANT MINUIT | Côté Jardin avec Aryane.
12/05/2023;Soirée UPJV - Kikesa + Bomel
16/05/2023;AVANT MINUIT | Cité Carter avec Mumble & The Bees et NYX.
17/05/2023;A l'Abordage ! Gwendoline + Marcel
25/05/2023;AVANT MINUIT | Île aux fruits avec Matt Van T.
27/05/2023;AVANT MINUIT | URBAN BOAT à Saint Valéry sur Somme avec Manguito et Walter Astral.
02/06/2023;AVANT MINUIT | URBAN BOAT à Abbeville avec Étienne Détré et Ariane Roy.
04/06/2023;AVANT MINUIT | RDV de la BD à la Halle Freyssinet avec VERB.
20/09/2023;Social Dance + Do not Do
22/09/2023;Carte Blanche Richard Allen + Meaning of Tales
26/09/2023;Petite Noir + Okala
29/09/2023;Hurakan + Protogonos + Empreinte
01/10/2023;EXPO-CONCERT IC.ON.IC PARTY // FORD STEMS + PLDG
05/10/2023;H Burns feat la Somme des Vins
11/10/2023;Silly Boy Blue + première partie
13/10/2023;Moji & SBoy + Koltrise
17/10/2023;BCUC + Steve Tellco
18/10/2023;BRUITS DE LUNE : ARC BAG + YMISO
19/10/2023;GRAND BLANC + RALLYE
19/10/2023;Les Nuits de l'Alligator : Gyasi + The Courettes
21/10/2023;Aryane au festival de St Riquier
22/10/2023;JOURNÉE DU PATRIMOINE : VISITES + CONCERTS DE TI MOON
22/10/2023;Manopolo au festival de St Riquier
23/10/2023;Double T au festival de St Riquier
24/10/2023;Adam El Mutant au festival de St Riquier
25/10/2023;Goodbye Meteor au festival de St Riquier
04/11/2023;Haute Fréquence : Concert Alfa Mist + Verb
08/11/2023;Dream Wife + Mega Surf
16/11/2023;Robert Finley + Massto
17/11/2023;Soirée de clôture du FIFAM (dj set Les Morues Electriques)
21/11/2023;Kawataro (scolaires + tous publics)
22/11/2023;BRUITS DE LUNE : FONE & KICK + INDICIBLE
24/11/2023;NeS + Lyre
28/11/2023;Captation Live en Somme - Estrées-Deniécourt
30/11/2023;ArpFrique & Family + dj Loxic
06/12/2023;GOÛTER CONCERT // PRINCE DE PACOTILLE
07/12/2023;Concert Prince de Pacotille // Scolaires
08/12/2023;Johnny Mafia + Dye Crap
12/12/2023;Captation Live en Somme Etienne Détré Abbeville
13/12/2023;BRUITS DE LUNE : GONI + NIHILO G.
24/01/2024;BRUITS DE LUNE : ZYES
26/01/2024;ZAOUI + VENUS VNR
28/01/2024;EXPO-CONCERT : RIEN NE LES ARRÊTE - VIOLET INDIGO + GALLYGATOR
31/01/2024;AUDITIONS DES INOUÏS DU PDB : MARCH OF SCYLLA + BALI DOU + JEUNE SMO + MARIUS
02/02/2024;SOUFFRANCE + GRINCHEUX
08/02/2024;LE JOUR MET DES NUITS A SE LEVER : ECRAN TOTAL + SOULSTORM
09/02/2024;LE JOUR MET DES NUITS A SE LEVER : OREILLE INTERNE + LE CAMELEON
10/02/2024;LES NUITS DE L'ALLYGATOR : GYASI + THE COURETTES
15/02/2024;IT IT ANITA + THE GURU GURU
16/02/2024;RENCONTRES JAZZ & MA
17/02/2024;RENCONTRES JAZZ & MA
21/02/2024;BRUITS DE LUNE : VGT + THE SAVING GRACE
22/02/2024;LADANIVA + MILENA
07/03/2024;SOLIMEDA : DELTA + FUGUE
14/03/2024;Buzz Booster - 4 groupes + Infinit
15/03/2024;JOANNA + TIMEA
19/03/2024;TREMPLIN PULSATIONS
20/03/2024;BRUITS DE LUNE : RAIDN + RAVE ON BINARY
22/03/2024;CARTE BLANCHE À PLAISIR D'OFFRIR + THE GEORGE KAPLAN CONSPIRACY + 440HZ B2B CAPU
23/03/2024;PLAISIR D'OFFRIR (GOUTER CONCERT)
26/03/2024;LECTURE CHANTEE : PASCALINE HERVEET
29/03/2024;ISAAC DELUSION + VONFELT
04/04/2024;AND ALSO THE TREES + AEROFLOT
05/04/2024;IMMERSION (VELATOUR) - RELEASE PARTY
11/04/2024;ROLAND CRISTAL + FLUPKE
12/04/2024;LE PEUPLE DE L'HERBE + SCRATCHATTIC
14/04/2024;EXPO-CONCERT : CHRONIQUE DE LA VIE ORDINAIRE - LUDO LELEU / HOWLIN' JAWS + MATT VAN T
16/04/2024;PEACE & LOBE - CONCERT COLLÈGES & LYCÉES
17/04/2024;BRUITS DE LUNE : FLAMINGOS + SORO
18/04/2024;ELOI + THEA
26/04/2024;CITÉ CARTER
17/05/2024;KULTUR#3
